"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 13 11:42:20 GMT 2024","Thu Jun 13 11:42:43 GMT 2024","22668","Surefire suite","Surefire test","com.luma.palywright.CreateAccountPlaywrightPageTest","com.luma.palywright.CreateAccountPlaywrightPageTest","testSignInUser","testSignInUser",""
"passed","Thu Jun 13 11:44:15 GMT 2024","Thu Jun 13 11:44:16 GMT 2024","738","Surefire suite","Surefire test","com.luma.selenium.LoginPageTest","com.luma.selenium.LoginPageTest","testNavigationBar","testNavigationBar",""
"passed","Thu Jun 13 11:43:11 GMT 2024","Thu Jun 13 11:43:14 GMT 2024","3505","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testNavigationBar","testNavigationBar",""
"passed","Thu Jun 13 11:44:16 GMT 2024","Thu Jun 13 11:44:17 GMT 2024","814","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSign","testSign",""
"unknown","Thu Jun 13 11:42:20 GMT 2024","Thu Jun 13 11:42:20 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.CartTest","com.luma.selenium.CartTest","testCartQuantity","testCartQuantity",""
"unknown","Thu Jun 13 11:42:20 GMT 2024","Thu Jun 13 11:42:20 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.AddressBookPageTest","com.luma.selenium.AddressBookPageTest","testAddressBookPage","testAddressBookPage",""
"passed","Thu Jun 13 11:43:05 GMT 2024","Thu Jun 13 11:43:10 GMT 2024","5471","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testNamesWomenSection","testNamesWomenSection",""
"passed","Thu Jun 13 11:43:15 GMT 2024","Thu Jun 13 11:43:29 GMT 2024","14538","Surefire suite","Surefire test","com.luma.palywright.VerifyDescendingSortByPriceTest","com.luma.palywright.VerifyDescendingSortByPriceTest","testDescendingSortByPrice","testDescendingSortByPrice",""
"passed","Thu Jun 13 11:44:17 GMT 2024","Thu Jun 13 11:44:20 GMT 2024","2886","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSignIn","testSignIn",""
"unknown","Thu Jun 13 11:42:20 GMT 2024","Thu Jun 13 11:42:20 GMT 2024","1","Surefire suite","Surefire test","com.luma.selenium.WishlistPageTest","com.luma.selenium.WishlistPageTest","testAddRandomProductToWishlist","testAddRandomProductToWishlist",""
"passed","Thu Jun 13 11:44:08 GMT 2024","Thu Jun 13 11:44:09 GMT 2024","728","Surefire suite","Surefire test","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","testSelenium","testSelenium",""
