"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 06 11:35:39 GMT 2024","Sat Jul 06 11:35:42 GMT 2024","3135","CrossBrowser","ChromeTest","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Sat Jul 06 11:35:56 GMT 2024","Sat Jul 06 11:35:59 GMT 2024","2893","CrossBrowser","FirefoxTest","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Sat Jul 06 11:35:56 GMT 2024","Sat Jul 06 11:35:59 GMT 2024","2359","CrossBrowser","FirefoxTest","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and title of the application are correct and as expected."
"passed","Sat Jul 06 11:35:39 GMT 2024","Sat Jul 06 11:35:41 GMT 2024","2210","CrossBrowser","ChromeTest","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and title of the application are correct and as expected."
"passed","Sat Jul 06 11:35:56 GMT 2024","Sat Jul 06 11:36:02 GMT 2024","5468","CrossBrowser","FirefoxTest","com.luma.selenium.ProductPageTest","com.luma.selenium.ProductPageTest","testProduct","TC-03 Verify Product Details on Product Page","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Sat Jul 06 11:35:44 GMT 2024","Sat Jul 06 11:35:47 GMT 2024","2911","CrossBrowser","ChromiumTest","com.luma.selenium.ProductPageTest","com.luma.selenium.ProductPageTest","testProduct","TC-03 Verify Product Details on Product Page","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Sat Jul 06 11:35:46 GMT 2024","Sat Jul 06 11:35:48 GMT 2024","1699","CrossBrowser","ChromiumTest","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Sat Jul 06 11:35:44 GMT 2024","Sat Jul 06 11:35:46 GMT 2024","1711","CrossBrowser","ChromiumTest","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Sat Jul 06 11:35:39 GMT 2024","Sat Jul 06 11:35:43 GMT 2024","4430","CrossBrowser","ChromeTest","com.luma.selenium.ProductPageTest","com.luma.selenium.ProductPageTest","testProduct","TC-03 Verify Product Details on Product Page","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Sat Jul 06 11:35:44 GMT 2024","Sat Jul 06 11:35:45 GMT 2024","1088","CrossBrowser","ChromiumTest","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and title of the application are correct and as expected."
"passed","Sat Jul 06 11:36:03 GMT 2024","Sat Jul 06 11:36:05 GMT 2024","2094","CrossBrowser","FirefoxTest","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Sat Jul 06 11:35:42 GMT 2024","Sat Jul 06 11:35:44 GMT 2024","1445","CrossBrowser","ChromeTest","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
