"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 28 05:39:38 GMT 2024","Tue May 28 05:40:12 GMT 2024","34002","Surefire suite","Surefire test","com.luma.palywright.NavigationPlaywrightPageTest","com.luma.palywright.NavigationPlaywrightPageTest","testNavigateToMenuItems","testNavigateToMenuItems",""
"unknown","Tue May 28 05:38:29 GMT 2024","Tue May 28 05:38:29 GMT 2024","0","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testWomenSectionButtonsClickable","testWomenSectionButtonsClickable",""
"passed","Tue May 28 05:39:23 GMT 2024","Tue May 28 05:39:37 GMT 2024","14057","Surefire suite","Surefire test","com.luma.palywright.VerifyDescendingSortByPriceTest","com.luma.palywright.VerifyDescendingSortByPriceTest","testDescendingSortByPrice","testDescendingSortByPrice",""
"passed","Tue May 28 05:38:29 GMT 2024","Tue May 28 05:38:52 GMT 2024","23470","Surefire suite","Surefire test","com.luma.palywright.CreateAccountPlaywrightPageTest","com.luma.palywright.CreateAccountPlaywrightPageTest","testSignInUser","testSignInUser",""
"passed","Tue May 28 05:39:14 GMT 2024","Tue May 28 05:39:19 GMT 2024","4913","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testNamesWomenSection","testNamesWomenSection",""
"unknown","Tue May 28 05:38:29 GMT 2024","Tue May 28 05:38:29 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.MenPageTest","com.luma.selenium.MenPageTest","testVerifyingMenLinkIsDisplayedClickableRedirectionInTheMainPage","testVerifyingMenLinkIsDisplayedClickableRedirectionInTheMainPage",""
"unknown","Tue May 28 05:38:29 GMT 2024","Tue May 28 05:38:29 GMT 2024","0","Surefire suite","Surefire test","com.luma.api.MagentoApiTest","com.luma.api.MagentoApiTest","testGetCustomerInfo","testGetCustomerInfo",""
"passed","Tue May 28 05:40:28 GMT 2024","Tue May 28 05:40:28 GMT 2024","657","Surefire suite","Surefire test","com.luma.selenium.LoginPageTest","com.luma.selenium.LoginPageTest","testNavigationBar","testNavigationBar",""
"unknown","Tue May 28 05:38:29 GMT 2024","Tue May 28 05:38:29 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.CartTest","com.luma.selenium.CartTest","testCartQuantity","testCartQuantity",""
"unknown","Tue May 28 05:38:29 GMT 2024","Tue May 28 05:38:29 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.AddressBookPageTest","com.luma.selenium.AddressBookPageTest","testAddressBookPage","testAddressBookPage",""
"passed","Tue May 28 05:38:53 GMT 2024","Tue May 28 05:39:10 GMT 2024","17504","Surefire suite","Surefire test","com.luma.palywright.SignInTest","com.luma.palywright.SignInTest","testSingIn","testSingIn",""
"passed","Tue May 28 05:39:11 GMT 2024","Tue May 28 05:39:14 GMT 2024","2905","Surefire suite","Surefire test","com.luma.palywright.HomeTest","com.luma.palywright.HomeTest","testPlaywrightHome","testPlaywrightHome",""
"passed","Tue May 28 05:40:32 GMT 2024","Tue May 28 05:40:33 GMT 2024","1202","Surefire suite","Surefire test","com.luma.selenium.MainPageTest","com.luma.selenium.MainPageTest","testMainPageElements","testMainPageElements",""
"passed","Tue May 28 05:40:34 GMT 2024","Tue May 28 05:40:34 GMT 2024","784","Surefire suite","Surefire test","com.luma.selenium.SearchBoxTest","com.luma.selenium.SearchBoxTest","testFindBackPack","testFindBackPack",""
"passed","Tue May 28 05:39:19 GMT 2024","Tue May 28 05:39:22 GMT 2024","2884","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testNavigationBar","testNavigationBar",""
"unknown","Tue May 28 05:38:29 GMT 2024","Tue May 28 05:38:29 GMT 2024","1","Surefire suite","Surefire test","com.luma.selenium.CartTest","com.luma.selenium.CartTest","testCartPricing","testCartPricing",""
"unknown","Tue May 28 05:38:29 GMT 2024","Tue May 28 05:38:29 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.WishlistPageTest","com.luma.selenium.WishlistPageTest","testAddRandomProductToWishlist","testAddRandomProductToWishlist",""
"passed","Tue May 28 05:40:16 GMT 2024","Tue May 28 05:40:21 GMT 2024","4388","Surefire suite","Surefire test","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","testDescendingSortByPrice","testDescendingSortByPrice",""
"passed","Tue May 28 05:40:29 GMT 2024","Tue May 28 05:40:32 GMT 2024","2364","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSignIn","testSignIn",""
"passed","Tue May 28 05:40:23 GMT 2024","Tue May 28 05:40:28 GMT 2024","4886","Surefire suite","Surefire test","com.luma.selenium.SignUpPageTest","com.luma.selenium.SignUpPageTest","testSignInUser","testSignInUser",""
"passed","Tue May 28 05:40:21 GMT 2024","Tue May 28 05:40:22 GMT 2024","691","Surefire suite","Surefire test","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","testSelenium","testSelenium",""
"passed","Tue May 28 05:40:29 GMT 2024","Tue May 28 05:40:29 GMT 2024","623","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSign","testSign",""
