"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 13 11:55:43 GMT 2024","Thu Jun 13 11:56:17 GMT 2024","33465","Surefire suite","Surefire test","com.luma.palywright.NavigationPlaywrightPageTest","com.luma.palywright.NavigationPlaywrightPageTest","testNavigateToMenuItems","testNavigateToMenuItems",""
"unknown","Thu Jun 13 11:54:35 GMT 2024","Thu Jun 13 11:54:35 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.WishlistPageTest","com.luma.selenium.WishlistPageTest","testAddRandomProductToWishlist","testAddRandomProductToWishlist",""
"passed","Thu Jun 13 11:56:32 GMT 2024","Thu Jun 13 11:56:34 GMT 2024","1027","Surefire suite","Surefire test","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","testSelenium","testSelenium",""
"passed","Thu Jun 13 11:56:46 GMT 2024","Thu Jun 13 11:56:47 GMT 2024","1395","Surefire suite","Surefire test","com.luma.selenium.MainPageTest","com.luma.selenium.MainPageTest","testMainPageElements","testMainPageElements",""
"passed","Thu Jun 13 11:55:15 GMT 2024","Thu Jun 13 11:55:18 GMT 2024","3092","Surefire suite","Surefire test","com.luma.palywright.HomeTest","com.luma.palywright.HomeTest","testPlaywrightHome","testPlaywrightHome",""
"passed","Thu Jun 13 11:55:19 GMT 2024","Thu Jun 13 11:55:24 GMT 2024","5166","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testNamesWomenSection","testNamesWomenSection",""
"passed","Thu Jun 13 11:56:43 GMT 2024","Thu Jun 13 11:56:45 GMT 2024","2574","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSignIn","testSignIn",""
"unknown","Thu Jun 13 11:54:35 GMT 2024","Thu Jun 13 11:54:35 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.MenPageTest","com.luma.selenium.MenPageTest","testVerifyingMenLinkIsDisplayedClickableRedirectionInTheMainPage","testVerifyingMenLinkIsDisplayedClickableRedirectionInTheMainPage",""
"passed","Thu Jun 13 11:56:27 GMT 2024","Thu Jun 13 11:56:32 GMT 2024","5354","Surefire suite","Surefire test","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","testDescendingSortByPrice","testDescendingSortByPrice",""
"unknown","Thu Jun 13 11:54:35 GMT 2024","Thu Jun 13 11:54:35 GMT 2024","1","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testWomenSectionButtonsClickable","testWomenSectionButtonsClickable",""
"unknown","Thu Jun 13 11:54:35 GMT 2024","Thu Jun 13 11:54:35 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.AddressBookPageTest","com.luma.selenium.AddressBookPageTest","testAddressBookPage","testAddressBookPage",""
"passed","Thu Jun 13 11:56:42 GMT 2024","Thu Jun 13 11:56:43 GMT 2024","1012","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSign","testSign",""
"passed","Thu Jun 13 11:56:35 GMT 2024","Thu Jun 13 11:56:40 GMT 2024","5315","Surefire suite","Surefire test","com.luma.selenium.SignUpPageTest","com.luma.selenium.SignUpPageTest","testSignInUser","testSignInUser",""
"passed","Thu Jun 13 11:54:35 GMT 2024","Thu Jun 13 11:54:58 GMT 2024","23033","Surefire suite","Surefire test","com.luma.palywright.CreateAccountPlaywrightPageTest","com.luma.palywright.CreateAccountPlaywrightPageTest","testSignInUser","testSignInUser",""
"passed","Thu Jun 13 11:55:28 GMT 2024","Thu Jun 13 11:55:42 GMT 2024","14053","Surefire suite","Surefire test","com.luma.palywright.VerifyDescendingSortByPriceTest","com.luma.palywright.VerifyDescendingSortByPriceTest","testDescendingSortByPrice","testDescendingSortByPrice",""
"passed","Thu Jun 13 11:56:47 GMT 2024","Thu Jun 13 11:57:02 GMT 2024","14365","Surefire suite","Surefire test","com.luma.selenium.SearchBoxTest","com.luma.selenium.SearchBoxTest","testFindBackPack","testFindBackPack",""
"unknown","Thu Jun 13 11:54:35 GMT 2024","Thu Jun 13 11:54:35 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.CartTest","com.luma.selenium.CartTest","testCartPricing","testCartPricing",""
"unknown","Thu Jun 13 11:54:35 GMT 2024","Thu Jun 13 11:54:35 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.CartTest","com.luma.selenium.CartTest","testCartQuantity","testCartQuantity",""
"passed","Thu Jun 13 11:56:40 GMT 2024","Thu Jun 13 11:56:41 GMT 2024","1031","Surefire suite","Surefire test","com.luma.selenium.LoginPageTest","com.luma.selenium.LoginPageTest","testNavigationBar","testNavigationBar",""
"passed","Thu Jun 13 11:54:59 GMT 2024","Thu Jun 13 11:55:15 GMT 2024","16238","Surefire suite","Surefire test","com.luma.palywright.SignInTest","com.luma.palywright.SignInTest","testSingIn","testSingIn",""
"passed","Thu Jun 13 11:55:25 GMT 2024","Thu Jun 13 11:55:28 GMT 2024","3072","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testNavigationBar","testNavigationBar",""
"unknown","Thu Jun 13 11:54:35 GMT 2024","Thu Jun 13 11:54:35 GMT 2024","0","Surefire suite","Surefire test","com.luma.api.MagentoApiTest","com.luma.api.MagentoApiTest","testGetCustomerInfo","testGetCustomerInfo",""
