"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 29 16:35:30 GMT 2024","Wed May 29 16:36:04 GMT 2024","34015","Surefire suite","Surefire test","com.luma.palywright.NavigationPlaywrightPageTest","com.luma.palywright.NavigationPlaywrightPageTest","testNavigateToMenuItems","testNavigateToMenuItems",""
"passed","Wed May 29 16:36:23 GMT 2024","Wed May 29 16:36:25 GMT 2024","2344","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSignIn","testSignIn",""
"passed","Wed May 29 16:36:28 GMT 2024","Wed May 29 16:36:28 GMT 2024","821","Surefire suite","Surefire test","com.luma.selenium.SearchBoxTest","com.luma.selenium.SearchBoxTest","testFindBackPack","testFindBackPack",""
"passed","Wed May 29 16:36:14 GMT 2024","Wed May 29 16:36:15 GMT 2024","831","Surefire suite","Surefire test","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","testSelenium","testSelenium",""
"unknown","Wed May 29 16:34:11 GMT 2024","Wed May 29 16:34:11 GMT 2024","0","Surefire suite","Surefire test","com.luma.api.MagentoApiTest","com.luma.api.MagentoApiTest","testGetCustomerInfo","testGetCustomerInfo",""
"passed","Wed May 29 16:36:06 GMT 2024","Wed May 29 16:36:14 GMT 2024","8046","Surefire suite","Surefire test","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","testDescendingSortByPrice","testDescendingSortByPrice",""
"passed","Wed May 29 16:36:22 GMT 2024","Wed May 29 16:36:23 GMT 2024","742","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSign","testSign",""
"passed","Wed May 29 16:35:01 GMT 2024","Wed May 29 16:35:04 GMT 2024","2997","Surefire suite","Surefire test","com.luma.palywright.HomeTest","com.luma.palywright.HomeTest","testPlaywrightHome","testPlaywrightHome",""
"unknown","Wed May 29 16:34:11 GMT 2024","Wed May 29 16:34:11 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.CartTest","com.luma.selenium.CartTest","testCartPricing","testCartPricing",""
"passed","Wed May 29 16:35:04 GMT 2024","Wed May 29 16:35:09 GMT 2024","4971","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testNamesWomenSection","testNamesWomenSection",""
"passed","Wed May 29 16:34:11 GMT 2024","Wed May 29 16:34:39 GMT 2024","27810","Surefire suite","Surefire test","com.luma.palywright.CreateAccountPlaywrightPageTest","com.luma.palywright.CreateAccountPlaywrightPageTest","testSignInUser","testSignInUser",""
"unknown","Wed May 29 16:34:11 GMT 2024","Wed May 29 16:34:11 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.WishlistPageTest","com.luma.selenium.WishlistPageTest","testAddRandomProductToWishlist","testAddRandomProductToWishlist",""
"passed","Wed May 29 16:36:26 GMT 2024","Wed May 29 16:36:27 GMT 2024","1581","Surefire suite","Surefire test","com.luma.selenium.MainPageTest","com.luma.selenium.MainPageTest","testMainPageElements","testMainPageElements",""
"passed","Wed May 29 16:36:16 GMT 2024","Wed May 29 16:36:21 GMT 2024","4894","Surefire suite","Surefire test","com.luma.selenium.SignUpPageTest","com.luma.selenium.SignUpPageTest","testSignInUser","testSignInUser",""
"passed","Wed May 29 16:35:10 GMT 2024","Wed May 29 16:35:13 GMT 2024","2861","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testNavigationBar","testNavigationBar",""
"unknown","Wed May 29 16:34:11 GMT 2024","Wed May 29 16:34:11 GMT 2024","2","Surefire suite","Surefire test","com.luma.selenium.AddressBookPageTest","com.luma.selenium.AddressBookPageTest","testAddressBookPage","testAddressBookPage",""
"passed","Wed May 29 16:34:39 GMT 2024","Wed May 29 16:35:00 GMT 2024","20908","Surefire suite","Surefire test","com.luma.palywright.SignInTest","com.luma.palywright.SignInTest","testSingIn","testSingIn",""
"passed","Wed May 29 16:36:21 GMT 2024","Wed May 29 16:36:22 GMT 2024","849","Surefire suite","Surefire test","com.luma.selenium.LoginPageTest","com.luma.selenium.LoginPageTest","testNavigationBar","testNavigationBar",""
"passed","Wed May 29 16:35:13 GMT 2024","Wed May 29 16:35:29 GMT 2024","16021","Surefire suite","Surefire test","com.luma.palywright.VerifyDescendingSortByPriceTest","com.luma.palywright.VerifyDescendingSortByPriceTest","testDescendingSortByPrice","testDescendingSortByPrice",""
"unknown","Wed May 29 16:34:11 GMT 2024","Wed May 29 16:34:11 GMT 2024","1","Surefire suite","Surefire test","com.luma.selenium.CartTest","com.luma.selenium.CartTest","testCartQuantity","testCartQuantity",""
"unknown","Wed May 29 16:34:11 GMT 2024","Wed May 29 16:34:11 GMT 2024","0","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testWomenSectionButtonsClickable","testWomenSectionButtonsClickable",""
"unknown","Wed May 29 16:34:11 GMT 2024","Wed May 29 16:34:11 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.MenPageTest","com.luma.selenium.MenPageTest","testVerifyingMenLinkIsDisplayedClickableRedirectionInTheMainPage","testVerifyingMenLinkIsDisplayedClickableRedirectionInTheMainPage",""
