"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 14 09:18:08 GMT 2024","Fri Jun 14 09:18:12 GMT 2024","3902","Surefire suite","Surefire test","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","testDescendingSortByPrice","testDescendingSortByPrice",""
"unknown","Fri Jun 14 09:16:23 GMT 2024","Fri Jun 14 09:16:23 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.MenPageTest","com.luma.selenium.MenPageTest","testVerifyingMenLinkIsDisplayedClickableRedirectionInTheMainPage","testVerifyingMenLinkIsDisplayedClickableRedirectionInTheMainPage",""
"passed","Fri Jun 14 09:17:08 GMT 2024","Fri Jun 14 09:17:13 GMT 2024","5500","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testNamesWomenSection","testNamesWomenSection",""
"passed","Fri Jun 14 09:17:34 GMT 2024","Fri Jun 14 09:18:06 GMT 2024","32163","Surefire suite","Surefire test","com.luma.palywright.NavigationPlaywrightPageTest","com.luma.palywright.NavigationPlaywrightPageTest","testNavigateToMenuItems","testNavigateToMenuItems",""
"unknown","Fri Jun 14 09:16:23 GMT 2024","Fri Jun 14 09:16:23 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.AddressBookPageTest","com.luma.selenium.AddressBookPageTest","testAddressBookPage","testAddressBookPage",""
"unknown","Fri Jun 14 09:16:23 GMT 2024","Fri Jun 14 09:16:23 GMT 2024","1","Surefire suite","Surefire test","com.luma.selenium.WishlistPageTest","com.luma.selenium.WishlistPageTest","testAddRandomProductToWishlist","testAddRandomProductToWishlist",""
"passed","Fri Jun 14 09:18:19 GMT 2024","Fri Jun 14 09:18:20 GMT 2024","879","Surefire suite","Surefire test","com.luma.selenium.LoginPageTest","com.luma.selenium.LoginPageTest","testNavigationBar","testNavigationBar",""
"passed","Fri Jun 14 09:16:23 GMT 2024","Fri Jun 14 09:16:46 GMT 2024","22876","Surefire suite","Surefire test","com.luma.palywright.CreateAccountPlaywrightPageTest","com.luma.palywright.CreateAccountPlaywrightPageTest","testSignInUser","testSignInUser",""
"passed","Fri Jun 14 09:18:24 GMT 2024","Fri Jun 14 09:18:25 GMT 2024","1019","Surefire suite","Surefire test","com.luma.selenium.MainPageTest","com.luma.selenium.MainPageTest","testMainPageElements","testMainPageElements",""
"passed","Fri Jun 14 09:17:18 GMT 2024","Fri Jun 14 09:17:33 GMT 2024","15546","Surefire suite","Surefire test","com.luma.palywright.VerifyDescendingSortByPriceTest","com.luma.palywright.VerifyDescendingSortByPriceTest","testDescendingSortByPrice","testDescendingSortByPrice",""
"passed","Fri Jun 14 09:18:20 GMT 2024","Fri Jun 14 09:18:21 GMT 2024","748","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSign","testSign",""
"unknown","Fri Jun 14 09:16:23 GMT 2024","Fri Jun 14 09:16:23 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.CartTest","com.luma.selenium.CartTest","testCartPricing","testCartPricing",""
"passed","Fri Jun 14 09:17:04 GMT 2024","Fri Jun 14 09:17:07 GMT 2024","3397","Surefire suite","Surefire test","com.luma.palywright.HomeTest","com.luma.palywright.HomeTest","testPlaywrightHome","testPlaywrightHome",""
"passed","Fri Jun 14 09:18:14 GMT 2024","Fri Jun 14 09:18:19 GMT 2024","5014","Surefire suite","Surefire test","com.luma.selenium.SignUpPageTest","com.luma.selenium.SignUpPageTest","testSignInUser","testSignInUser",""
"unknown","Fri Jun 14 09:16:23 GMT 2024","Fri Jun 14 09:16:23 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.CartTest","com.luma.selenium.CartTest","testCartQuantity","testCartQuantity",""
"passed","Fri Jun 14 09:16:47 GMT 2024","Fri Jun 14 09:17:03 GMT 2024","16752","Surefire suite","Surefire test","com.luma.palywright.SignInTest","com.luma.palywright.SignInTest","testSingIn","testSingIn",""
"passed","Fri Jun 14 09:18:21 GMT 2024","Fri Jun 14 09:18:23 GMT 2024","2398","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSignIn","testSignIn",""
"passed","Fri Jun 14 09:18:25 GMT 2024","Fri Jun 14 09:18:26 GMT 2024","752","Surefire suite","Surefire test","com.luma.selenium.SearchBoxTest","com.luma.selenium.SearchBoxTest","testFindBackPack","testFindBackPack",""
"unknown","Fri Jun 14 09:16:23 GMT 2024","Fri Jun 14 09:16:23 GMT 2024","0","Surefire suite","Surefire test","com.luma.api.MagentoApiTest","com.luma.api.MagentoApiTest","testGetCustomerInfo","testGetCustomerInfo",""
"passed","Fri Jun 14 09:17:14 GMT 2024","Fri Jun 14 09:17:17 GMT 2024","3281","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testNavigationBar","testNavigationBar",""
"unknown","Fri Jun 14 09:16:23 GMT 2024","Fri Jun 14 09:16:23 GMT 2024","0","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testWomenSectionButtonsClickable","testWomenSectionButtonsClickable",""
"passed","Fri Jun 14 09:18:12 GMT 2024","Fri Jun 14 09:18:13 GMT 2024","621","Surefire suite","Surefire test","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","testSelenium","testSelenium",""
