"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 13 11:56:57 GMT 2024","Thu Jun 13 11:57:01 GMT 2024","3888","Surefire suite","Surefire test","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","testDescendingSortByPrice","testDescendingSortByPrice",""
"passed","Thu Jun 13 11:57:13 GMT 2024","Thu Jun 13 11:57:14 GMT 2024","1197","Surefire suite","Surefire test","com.luma.selenium.MainPageTest","com.luma.selenium.MainPageTest","testMainPageElements","testMainPageElements",""
"passed","Thu Jun 13 11:57:10 GMT 2024","Thu Jun 13 11:57:13 GMT 2024","2318","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSignIn","testSignIn",""
"passed","Thu Jun 13 11:55:55 GMT 2024","Thu Jun 13 11:55:58 GMT 2024","3287","Surefire suite","Surefire test","com.luma.palywright.HomeTest","com.luma.palywright.HomeTest","testPlaywrightHome","testPlaywrightHome",""
"passed","Thu Jun 13 11:55:15 GMT 2024","Thu Jun 13 11:55:37 GMT 2024","22358","Surefire suite","Surefire test","com.luma.palywright.CreateAccountPlaywrightPageTest","com.luma.palywright.CreateAccountPlaywrightPageTest","testSignInUser","testSignInUser",""
"unknown","Thu Jun 13 11:55:15 GMT 2024","Thu Jun 13 11:55:15 GMT 2024","2","Surefire suite","Surefire test","com.luma.api.MagentoApiTest","com.luma.api.MagentoApiTest","testGetCustomerInfo","testGetCustomerInfo",""
"passed","Thu Jun 13 11:57:03 GMT 2024","Thu Jun 13 11:57:08 GMT 2024","5172","Surefire suite","Surefire test","com.luma.selenium.SignUpPageTest","com.luma.selenium.SignUpPageTest","testSignInUser","testSignInUser",""
"unknown","Thu Jun 13 11:55:15 GMT 2024","Thu Jun 13 11:55:15 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.AddressBookPageTest","com.luma.selenium.AddressBookPageTest","testAddressBookPage","testAddressBookPage",""
"passed","Thu Jun 13 11:57:01 GMT 2024","Thu Jun 13 11:57:02 GMT 2024","783","Surefire suite","Surefire test","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","testSelenium","testSelenium",""
"unknown","Thu Jun 13 11:55:15 GMT 2024","Thu Jun 13 11:55:15 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.MenPageTest","com.luma.selenium.MenPageTest","testVerifyingMenLinkIsDisplayedClickableRedirectionInTheMainPage","testVerifyingMenLinkIsDisplayedClickableRedirectionInTheMainPage",""
"passed","Thu Jun 13 11:56:05 GMT 2024","Thu Jun 13 11:56:08 GMT 2024","3156","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testNavigationBar","testNavigationBar",""
"unknown","Thu Jun 13 11:55:15 GMT 2024","Thu Jun 13 11:55:15 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.CartTest","com.luma.selenium.CartTest","testCartPricing","testCartPricing",""
"passed","Thu Jun 13 11:56:09 GMT 2024","Thu Jun 13 11:56:23 GMT 2024","14499","Surefire suite","Surefire test","com.luma.palywright.VerifyDescendingSortByPriceTest","com.luma.palywright.VerifyDescendingSortByPriceTest","testDescendingSortByPrice","testDescendingSortByPrice",""
"passed","Thu Jun 13 11:57:09 GMT 2024","Thu Jun 13 11:57:09 GMT 2024","752","Surefire suite","Surefire test","com.luma.selenium.LoginPageTest","com.luma.selenium.LoginPageTest","testNavigationBar","testNavigationBar",""
"passed","Thu Jun 13 11:56:24 GMT 2024","Thu Jun 13 11:56:56 GMT 2024","32038","Surefire suite","Surefire test","com.luma.palywright.NavigationPlaywrightPageTest","com.luma.palywright.NavigationPlaywrightPageTest","testNavigateToMenuItems","testNavigateToMenuItems",""
"passed","Thu Jun 13 11:55:58 GMT 2024","Thu Jun 13 11:56:04 GMT 2024","5826","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testNamesWomenSection","testNamesWomenSection",""
"passed","Thu Jun 13 11:57:10 GMT 2024","Thu Jun 13 11:57:10 GMT 2024","635","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSign","testSign",""
"unknown","Thu Jun 13 11:55:15 GMT 2024","Thu Jun 13 11:55:15 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.CartTest","com.luma.selenium.CartTest","testCartQuantity","testCartQuantity",""
"unknown","Thu Jun 13 11:55:15 GMT 2024","Thu Jun 13 11:55:15 GMT 2024","0","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testWomenSectionButtonsClickable","testWomenSectionButtonsClickable",""
"unknown","Thu Jun 13 11:55:15 GMT 2024","Thu Jun 13 11:55:15 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.WishlistPageTest","com.luma.selenium.WishlistPageTest","testAddRandomProductToWishlist","testAddRandomProductToWishlist",""
"passed","Thu Jun 13 11:57:14 GMT 2024","Thu Jun 13 11:57:15 GMT 2024","986","Surefire suite","Surefire test","com.luma.selenium.SearchBoxTest","com.luma.selenium.SearchBoxTest","testFindBackPack","testFindBackPack",""
"passed","Thu Jun 13 11:55:38 GMT 2024","Thu Jun 13 11:55:54 GMT 2024","16370","Surefire suite","Surefire test","com.luma.palywright.SignInTest","com.luma.palywright.SignInTest","testSingIn","testSingIn",""
