"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Sun Jul 07 09:03:39 GMT 2024","Sun Jul 07 09:03:39 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.AddressBookPageTest","com.luma.selenium.AddressBookPageTest","testAddressBookPage","testAddressBookPage",""
"passed","Sun Jul 07 09:04:03 GMT 2024","Sun Jul 07 09:04:04 GMT 2024","1280","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSign","testSign",""
"passed","Sun Jul 07 09:03:50 GMT 2024","Sun Jul 07 09:03:52 GMT 2024","1912","Surefire suite","Surefire test","com.luma.api.UpdateUserDataTest","com.luma.api.UpdateUserDataTest","testCanAddAddressForUser","testCanAddAddressForUser",""
"passed","Sun Jul 07 09:04:11 GMT 2024","Sun Jul 07 09:04:13 GMT 2024","1760","Surefire suite","Surefire test","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Sun Jul 07 09:05:30 GMT 2024","Sun Jul 07 09:05:46 GMT 2024","16665","Surefire suite","Surefire test","com.luma.palywright.SignInTest","com.luma.palywright.SignInTest","testSingIn","testSingIn",""
"passed","Sun Jul 07 09:04:57 GMT 2024","Sun Jul 07 09:05:29 GMT 2024","32517","Surefire suite","Surefire test","com.luma.palywright.NavigationPlaywrightPageTest","com.luma.palywright.NavigationPlaywrightPageTest","testNavigateToMenuItems","testNavigateToMenuItems",""
"unknown","Sun Jul 07 09:03:39 GMT 2024","Sun Jul 07 09:03:39 GMT 2024","0","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testWomenSectionButtonsClickable","testWomenSectionButtonsClickable",""
"passed","Sun Jul 07 09:04:27 GMT 2024","Sun Jul 07 09:04:33 GMT 2024","5675","Surefire suite","Surefire test","com.luma.selenium.SignUpPageTest","com.luma.selenium.SignUpPageTest","testSignInUser","testSignInUser",""
"passed","Sun Jul 07 09:04:13 GMT 2024","Sun Jul 07 09:04:15 GMT 2024","1701","Surefire suite","Surefire test","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Sun Jul 07 09:03:45 GMT 2024","Sun Jul 07 09:03:47 GMT 2024","2524","Surefire suite","Surefire test","com.luma.api.RegistrationUserTest","com.luma.api.RegistrationUserTest","testCanNotRegisterNewUserTwice","testCanNotRegisterNewUserTwice",""
"passed","Sun Jul 07 09:04:15 GMT 2024","Sun Jul 07 09:04:16 GMT 2024","1242","Surefire suite","Surefire test","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and title of the application are correct and as expected."
"unknown","Sun Jul 07 09:03:39 GMT 2024","Sun Jul 07 09:03:39 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.MenPageTest","com.luma.selenium.MenPageTest","testVerifyingMenLinkIsDisplayedClickableRedirectionInTheMainPage","testVerifyingMenLinkIsDisplayedClickableRedirectionInTheMainPage",""
"passed","Sun Jul 07 09:04:24 GMT 2024","Sun Jul 07 09:04:26 GMT 2024","1314","Surefire suite","Surefire test","com.luma.selenium.LoginPageTest","com.luma.selenium.LoginPageTest","testNavigationBar","testNavigationBar",""
"unknown","Sun Jul 07 09:03:39 GMT 2024","Sun Jul 07 09:03:39 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.CartTest","com.luma.selenium.CartTest","testCartQuantity","testCartQuantity",""
