"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 06 09:34:47 GMT 2024","Sat Jul 06 09:34:50 GMT 2024","2823","Surefire suite","Surefire test","com.luma.selenium.ProductPageTest","com.luma.selenium.ProductPageTest","testProduct","TC-03 Verify Product Details on Product Page","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Sat Jul 06 09:36:29 GMT 2024","Sat Jul 06 09:36:32 GMT 2024","2903","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testNavigationBar","testNavigationBar",""
"passed","Sat Jul 06 09:35:02 GMT 2024","Sat Jul 06 09:35:02 GMT 2024","882","Surefire suite","Surefire test","com.luma.selenium.LoginPageTest","com.luma.selenium.LoginPageTest","testNavigationBar","testNavigationBar",""
"passed","Sat Jul 06 09:35:09 GMT 2024","Sat Jul 06 09:35:31 GMT 2024","21856","Surefire suite","Surefire test","com.luma.palywright.CreateAccountPlaywrightPageTest","com.luma.palywright.CreateAccountPlaywrightPageTest","testSignInUser","testSignInUser",""
"unknown","Sat Jul 06 09:34:39 GMT 2024","Sat Jul 06 09:34:39 GMT 2024","0","Surefire suite","Surefire test","com.luma.api.MagentoApiTest","com.luma.api.MagentoApiTest","testGetCustomerInfo","testGetCustomerInfo",""
"unknown","Sat Jul 06 09:34:39 GMT 2024","Sat Jul 06 09:34:39 GMT 2024","1","Surefire suite","Surefire test","com.luma.selenium.AddressBookPageTest","com.luma.selenium.AddressBookPageTest","testAddressBookPage","testAddressBookPage",""
"passed","Sat Jul 06 09:36:24 GMT 2024","Sat Jul 06 09:36:29 GMT 2024","5243","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testNamesWomenSection","testNamesWomenSection",""
"passed","Sat Jul 06 09:36:03 GMT 2024","Sat Jul 06 09:36:19 GMT 2024","16194","Surefire suite","Surefire test","com.luma.palywright.SignInTest","com.luma.palywright.SignInTest","testSingIn","testSingIn",""
"passed","Sat Jul 06 09:34:52 GMT 2024","Sat Jul 06 09:34:53 GMT 2024","1288","Surefire suite","Surefire test","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Sat Jul 06 09:34:40 GMT 2024","Sat Jul 06 09:34:41 GMT 2024","1118","Surefire suite","Surefire test","com.luma.selenium.SearchBoxTest","com.luma.selenium.SearchBoxTest","testFindBackPack","testFindBackPack",""
"passed","Sat Jul 06 09:34:54 GMT 2024","Sat Jul 06 09:34:55 GMT 2024","1008","Surefire suite","Surefire test","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and title of the application are correct and as expected."
"passed","Sat Jul 06 09:34:45 GMT 2024","Sat Jul 06 09:34:47 GMT 2024","2631","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSignIn","testSignIn",""
"unknown","Sat Jul 06 09:34:39 GMT 2024","Sat Jul 06 09:34:39 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.CartTest","com.luma.selenium.CartTest","testCartPricing","testCartPricing",""
"passed","Sat Jul 06 09:35:32 GMT 2024","Sat Jul 06 09:36:03 GMT 2024","31319","Surefire suite","Surefire test","com.luma.palywright.NavigationPlaywrightPageTest","com.luma.palywright.NavigationPlaywrightPageTest","testNavigateToMenuItems","testNavigateToMenuItems",""
"passed","Sat Jul 06 09:35:00 GMT 2024","Sat Jul 06 09:35:01 GMT 2024","941","Surefire suite","Surefire test","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","testSelenium","testSelenium",""
"passed","Sat Jul 06 09:34:55 GMT 2024","Sat Jul 06 09:35:00 GMT 2024","5326","Surefire suite","Surefire test","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","testDescendingSortByPrice","testDescendingSortByPrice",""
"unknown","Sat Jul 06 09:34:39 GMT 2024","Sat Jul 06 09:34:39 GMT 2024","0","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testWomenSectionButtonsClickable","testWomenSectionButtonsClickable",""
"passed","Sat Jul 06 09:34:51 GMT 2024","Sat Jul 06 09:34:52 GMT 2024","1333","Surefire suite","Surefire test","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Sat Jul 06 09:36:20 GMT 2024","Sat Jul 06 09:36:23 GMT 2024","3169","Surefire suite","Surefire test","com.luma.palywright.HomeTest","com.luma.palywright.HomeTest","testPlaywrightHome","testPlaywrightHome",""
"passed","Sat Jul 06 09:34:42 GMT 2024","Sat Jul 06 09:34:43 GMT 2024","1423","Surefire suite","Surefire test","com.luma.selenium.MainPageTest","com.luma.selenium.MainPageTest","testMainPageElements","testMainPageElements",""
"unknown","Sat Jul 06 09:34:39 GMT 2024","Sat Jul 06 09:34:39 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.WishlistPageTest","com.luma.selenium.WishlistPageTest","testAddRandomProductToWishlist","testAddRandomProductToWishlist",""
"passed","Sat Jul 06 09:34:43 GMT 2024","Sat Jul 06 09:34:44 GMT 2024","906","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSign","testSign",""
