"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 02 22:55:24 GMT 2024","Tue Jul 02 22:55:38 GMT 2024","14439","Surefire suite","Surefire test","com.luma.palywright.VerifyDescendingSortByPriceTest","com.luma.palywright.VerifyDescendingSortByPriceTest","testDescendingSortByPrice","testDescendingSortByPrice",""
"unknown","Tue Jul 02 22:53:22 GMT 2024","Tue Jul 02 22:53:22 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.AddressBookPageTest","com.luma.selenium.AddressBookPageTest","testAddressBookPage","testAddressBookPage",""
"passed","Tue Jul 02 22:53:51 GMT 2024","Tue Jul 02 22:53:57 GMT 2024","5617","Surefire suite","Surefire test","com.luma.selenium.SignUpPageTest","com.luma.selenium.SignUpPageTest","testSignInUser","testSignInUser",""
"passed","Tue Jul 02 22:55:20 GMT 2024","Tue Jul 02 22:55:23 GMT 2024","3303","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testNavigationBar","testNavigationBar",""
"unknown","Tue Jul 02 22:53:22 GMT 2024","Tue Jul 02 22:53:22 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.MenPageTest","com.luma.selenium.MenPageTest","testVerifyingMenLinkIsDisplayedClickableRedirectionInTheMainPage","testVerifyingMenLinkIsDisplayedClickableRedirectionInTheMainPage",""
"unknown","Tue Jul 02 22:53:22 GMT 2024","Tue Jul 02 22:53:22 GMT 2024","0","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testWomenSectionButtonsClickable","testWomenSectionButtonsClickable",""
"passed","Tue Jul 02 22:53:28 GMT 2024","Tue Jul 02 22:53:31 GMT 2024","3069","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSignIn","testSignIn",""
"passed","Tue Jul 02 22:53:38 GMT 2024","Tue Jul 02 22:53:40 GMT 2024","1681","Surefire suite","Surefire test","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jul 02 22:53:36 GMT 2024","Tue Jul 02 22:53:38 GMT 2024","2080","Surefire suite","Surefire test","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"unknown","Tue Jul 02 22:53:22 GMT 2024","Tue Jul 02 22:53:22 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.CartTest","com.luma.selenium.CartTest","testCartQuantity","testCartQuantity",""
"passed","Tue Jul 02 22:53:32 GMT 2024","Tue Jul 02 22:53:36 GMT 2024","3698","Surefire suite","Surefire test","com.luma.selenium.ProductPageTest","com.luma.selenium.ProductPageTest","testProduct","TC-03 Verify Product Details on Product Page","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"unknown","Tue Jul 02 22:53:22 GMT 2024","Tue Jul 02 22:53:22 GMT 2024","1","Surefire suite","Surefire test","com.luma.api.MagentoApiTest","com.luma.api.MagentoApiTest","testGetCustomerInfo","testGetCustomerInfo",""
"unknown","Tue Jul 02 22:53:22 GMT 2024","Tue Jul 02 22:53:22 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.CartTest","com.luma.selenium.CartTest","testCartPricing","testCartPricing",""
"passed","Tue Jul 02 22:53:27 GMT 2024","Tue Jul 02 22:53:28 GMT 2024","1122","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSign","testSign",""
"passed","Tue Jul 02 22:53:40 GMT 2024","Tue Jul 02 22:53:42 GMT 2024","1437","Surefire suite","Surefire test","com.luma.selenium.NavigationTest","com.luma.selenium.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and title of the application are correct and as expected."
"passed","Tue Jul 02 22:53:47 GMT 2024","Tue Jul 02 22:53:48 GMT 2024","1247","Surefire suite","Surefire test","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","testSelenium","testSelenium",""
"passed","Tue Jul 02 22:53:23 GMT 2024","Tue Jul 02 22:53:24 GMT 2024","1668","Surefire suite","Surefire test","com.luma.selenium.SearchBoxTest","com.luma.selenium.SearchBoxTest","testFindBackPack","testFindBackPack",""
"passed","Tue Jul 02 22:54:19 GMT 2024","Tue Jul 02 22:54:52 GMT 2024","32843","Surefire suite","Surefire test","com.luma.palywright.NavigationPlaywrightPageTest","com.luma.palywright.NavigationPlaywrightPageTest","testNavigateToMenuItems","testNavigateToMenuItems",""
