"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 28 05:35:25 GMT 2024","Tue May 28 05:35:26 GMT 2024","799","Surefire suite","Surefire test","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","testSelenium","testSelenium",""
"passed","Tue May 28 05:34:29 GMT 2024","Tue May 28 05:34:31 GMT 2024","2802","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testNavigationBar","testNavigationBar",""
"passed","Tue May 28 05:33:40 GMT 2024","Tue May 28 05:34:02 GMT 2024","22104","Surefire suite","Surefire test","com.luma.palywright.CreateAccountPlaywrightPageTest","com.luma.palywright.CreateAccountPlaywrightPageTest","testSignInUser","testSignInUser",""
"passed","Tue May 28 05:35:22 GMT 2024","Tue May 28 05:35:25 GMT 2024","3397","Surefire suite","Surefire test","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","com.luma.selenium.VerifyDescendingSortByPriceSeleniumTest","testDescendingSortByPrice","testDescendingSortByPrice",""
"passed","Tue May 28 05:35:38 GMT 2024","Tue May 28 05:35:39 GMT 2024","709","Surefire suite","Surefire test","com.luma.selenium.SearchBoxTest","com.luma.selenium.SearchBoxTest","testFindBackPack","testFindBackPack",""
"unknown","Tue May 28 05:33:40 GMT 2024","Tue May 28 05:33:40 GMT 2024","0","Surefire suite","Surefire test","com.luma.api.MagentoApiTest","com.luma.api.MagentoApiTest","testGetCustomerInfo","testGetCustomerInfo",""
"passed","Tue May 28 05:34:32 GMT 2024","Tue May 28 05:34:46 GMT 2024","14088","Surefire suite","Surefire test","com.luma.palywright.VerifyDescendingSortByPriceTest","com.luma.palywright.VerifyDescendingSortByPriceTest","testDescendingSortByPrice","testDescendingSortByPrice",""
"unknown","Tue May 28 05:33:40 GMT 2024","Tue May 28 05:33:40 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.MenPageTest","com.luma.selenium.MenPageTest","testVerifyingMenLinkIsDisplayedClickableRedirectionInTheMainPage","testVerifyingMenLinkIsDisplayedClickableRedirectionInTheMainPage",""
"passed","Tue May 28 05:34:47 GMT 2024","Tue May 28 05:35:20 GMT 2024","33791","Surefire suite","Surefire test","com.luma.palywright.NavigationPlaywrightPageTest","com.luma.palywright.NavigationPlaywrightPageTest","testNavigateToMenuItems","testNavigateToMenuItems",""
"passed","Tue May 28 05:35:34 GMT 2024","Tue May 28 05:35:37 GMT 2024","2744","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSignIn","testSignIn",""
"passed","Tue May 28 05:35:33 GMT 2024","Tue May 28 05:35:34 GMT 2024","774","Surefire suite","Surefire test","com.luma.selenium.SignInSeleniumTest","com.luma.selenium.SignInSeleniumTest","testSign","testSign",""
"passed","Tue May 28 05:35:27 GMT 2024","Tue May 28 05:35:32 GMT 2024","4840","Surefire suite","Surefire test","com.luma.selenium.SignUpPageTest","com.luma.selenium.SignUpPageTest","testSignInUser","testSignInUser",""
"unknown","Tue May 28 05:33:40 GMT 2024","Tue May 28 05:33:40 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.CartTest","com.luma.selenium.CartTest","testCartQuantity","testCartQuantity",""
"unknown","Tue May 28 05:33:40 GMT 2024","Tue May 28 05:33:40 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.CartTest","com.luma.selenium.CartTest","testCartPricing","testCartPricing",""
"passed","Tue May 28 05:35:32 GMT 2024","Tue May 28 05:35:33 GMT 2024","754","Surefire suite","Surefire test","com.luma.selenium.LoginPageTest","com.luma.selenium.LoginPageTest","testNavigationBar","testNavigationBar",""
"passed","Tue May 28 05:34:23 GMT 2024","Tue May 28 05:34:28 GMT 2024","4883","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testNamesWomenSection","testNamesWomenSection",""
"passed","Tue May 28 05:34:20 GMT 2024","Tue May 28 05:34:23 GMT 2024","2964","Surefire suite","Surefire test","com.luma.palywright.HomeTest","com.luma.palywright.HomeTest","testPlaywrightHome","testPlaywrightHome",""
"passed","Tue May 28 05:34:03 GMT 2024","Tue May 28 05:34:20 GMT 2024","17000","Surefire suite","Surefire test","com.luma.palywright.SignInTest","com.luma.palywright.SignInTest","testSingIn","testSingIn",""
"unknown","Tue May 28 05:33:40 GMT 2024","Tue May 28 05:33:40 GMT 2024","1","Surefire suite","Surefire test","com.luma.selenium.WishlistPageTest","com.luma.selenium.WishlistPageTest","testAddRandomProductToWishlist","testAddRandomProductToWishlist",""
"unknown","Tue May 28 05:33:40 GMT 2024","Tue May 28 05:33:40 GMT 2024","0","Surefire suite","Surefire test","com.luma.selenium.AddressBookPageTest","com.luma.selenium.AddressBookPageTest","testAddressBookPage","testAddressBookPage",""
"passed","Tue May 28 05:35:37 GMT 2024","Tue May 28 05:35:38 GMT 2024","1065","Surefire suite","Surefire test","com.luma.selenium.MainPageTest","com.luma.selenium.MainPageTest","testMainPageElements","testMainPageElements",""
"unknown","Tue May 28 05:33:40 GMT 2024","Tue May 28 05:33:40 GMT 2024","0","Surefire suite","Surefire test","com.luma.palywright.LumaHomeNavigationTest","com.luma.palywright.LumaHomeNavigationTest","testWomenSectionButtonsClickable","testWomenSectionButtonsClickable",""
